"module name","name","version","description","licenses","licenseFile","licenseModified"
"normalize-package-data@2.5.0","normalize-package-data","2.5.0","Normalizes data that can be found in package.json files.","BSD-2-Clause","node_modules/normalize-package-data/LICENSE",""
"normalize-path@3.0.0","normalize-path","3.0.0","Normalize slashes in a file path to be posix/unix-like forward slashes. Also condenses repeat slashes to a single slash and removes and trailing slashes, unless disabled.","MIT","node_modules/normalize-path/LICENSE",""
"normalize-url@4.5.1","normalize-url","4.5.1","Normalize a URL","MIT","node_modules/normalize-url/license",""
"npm-normalize-package-bin@1.0.1","npm-normalize-package-bin","1.0.1","Turn any flavor of allowable package.json bin into a normalized object","ISC","node_modules/npm-normalize-package-bin/LICENSE",""
"npm-run-path@4.0.1","npm-run-path","4.0.1","Get your PATH prepended with locally installed binaries","MIT","node_modules/npm-run-path/license",""
"object-inspect@1.12.2","object-inspect","1.12.2","string representations of objects in node and the browser","MIT","node_modules/object-inspect/LICENSE",""
"on-finished@2.4.1","on-finished","2.4.1","Execute a callback when a request closes, finishes, or errors","MIT","node_modules/on-finished/LICENSE",""
"once@1.4.0","once","1.4.0","Run a function exactly one time","ISC","node_modules/once/LICENSE",""
"onetime@5.1.2","onetime","5.1.2","Ensure a function is only called once","MIT","node_modules/onetime/license",""
"openapi-types@12.1.0","openapi-types","12.1.0","Types for OpenAPI documents.","MIT","node_modules/openapi-types/LICENSE",""
"os-homedir@1.0.2","os-homedir","1.0.2","Node.js 4 `os.homedir()` ponyfill","MIT","node_modules/os-homedir/license",""
"os-tmpdir@1.0.2","os-tmpdir","1.0.2","Node.js os.tmpdir() ponyfill","MIT","node_modules/os-tmpdir/license",""
"osenv@0.1.5","osenv","0.1.5","Look up environment settings specific to different operating systems","ISC","node_modules/osenv/LICENSE",""
"p-cancelable@1.1.0","p-cancelable","1.1.0","Create a promise that can be canceled","MIT","node_modules/p-cancelable/license",""
"p-limit@2.3.0","p-limit","2.3.0","Run multiple promise-returning & async functions with limited concurrency","MIT","node_modules/p-locate/node_modules/p-limit/license",""
"p-limit@3.1.0","p-limit","3.1.0","Run multiple promise-returning & async functions with limited concurrency","MIT","node_modules/p-limit/license",""
"p-locate@4.1.0","p-locate","4.1.0","Get the first fulfilled promise that satisfies the provided testing function","MIT","node_modules/p-locate/license",""
"p-try@2.2.0","p-try","2.2.0","`Start a promise chain","MIT","node_modules/p-try/license",""
"package-json@6.5.0","package-json","6.5.0","Get metadata of a package from the npm registry","MIT","node_modules/package-json/license",""
"parse-json@5.2.0","parse-json","5.2.0","Parse JSON with more helpful errors","MIT","node_modules/parse-json/license",""
"parseurl@1.3.3","parseurl","1.3.3","parse a url with memoization","MIT","node_modules/parseurl/LICENSE",""
"path-exists@4.0.0","path-exists","4.0.0","Check if a path exists","MIT","node_modules/path-exists/license",""
"path-is-absolute@1.0.1","path-is-absolute","1.0.1","Node.js 0.12 path.isAbsolute() ponyfill","MIT","node_modules/path-is-absolute/license",""
"path-key@3.1.1","path-key","3.1.1","Get the PATH environment variable key cross-platform","MIT","node_modules/path-key/license",""
"path-loader@1.0.12","path-loader","1.0.12","Utility that provides a single API for loading the content of a path/URL.","MIT","node_modules/path-loader/LICENSE",""
"path-parse@1.0.7","path-parse","1.0.7","Node.js path.parse() ponyfill","MIT","node_modules/path-parse/LICENSE",""
"path-to-regexp@0.1.7","path-to-regexp","0.1.7","Express style path to RegExp utility","MIT","node_modules/path-to-regexp/LICENSE",""
"picocolors@1.0.0","picocolors","1.0.0","The tiniest and the fastest library for terminal output formatting with ANSI colors","ISC","node_modules/picocolors/LICENSE",""
"picomatch@2.3.1","picomatch","2.3.1","Blazing fast and accurate glob matcher written in JavaScript, with no dependencies and full support for standard and extended Bash glob features, including braces, extglobs, POSIX brackets, and regular expressions.","MIT","node_modules/picomatch/LICENSE",""
"pirates@4.0.5","pirates","4.0.5","Properly hijack require","MIT","node_modules/pirates/LICENSE",""
"pkg-dir@4.2.0","pkg-dir","4.2.0","Find the root directory of a Node.js project or npm package","MIT","node_modules/pkg-dir/license",""
"prepend-http@2.0.0","prepend-http","2.0.0","Prepend `http://` to humanized URLs like todomvc.com and localhost","MIT","node_modules/prepend-http/license",""
"pretty-format@29.3.1","pretty-format","29.3.1","Stringify any JavaScript value.","MIT","node_modules/pretty-format/LICENSE",""
"prompts@2.4.2","prompts","2.4.2","Lightweight, beautiful and user-friendly prompts","MIT","node_modules/prompts/license",""
"proxy-addr@2.0.7","proxy-addr","2.0.7","Determine address of proxied request","MIT","node_modules/proxy-addr/LICENSE",""
"proxy-from-env@1.1.0","proxy-from-env","1.1.0","Offers getProxyForUrl to get the proxy URL for a URL, respecting the *_PROXY (e.g. HTTP_PROXY) and NO_PROXY environment variables.","MIT","node_modules/proxy-from-env/LICENSE",""
"pstree.remy@1.1.8","pstree.remy","1.1.8","Collects the full tree of processes from /proc","MIT","node_modules/pstree.remy/LICENSE",""
"pump@3.0.0","pump","3.0.0","pipe streams together and close all of them if one of them closes","MIT","node_modules/pump/LICENSE",""
"punycode@2.1.1","punycode","2.1.1","A robust Punycode converter that fully complies to RFC 3492 and RFC 5891, and works on nearly all JavaScript platforms.","MIT","node_modules/punycode/LICENSE-MIT.txt",""
"pupa@2.1.1","pupa","2.1.1","Simple micro templating","MIT","node_modules/pupa/license",""
"qs@6.11.0","qs","6.11.0","A querystring parser that supports nesting and arrays, with a depth limit","BSD-3-Clause","node_modules/qs/LICENSE.md",""
"range-parser@1.2.1","range-parser","1.2.1","Range header field string parser","MIT","node_modules/range-parser/LICENSE",""
"raw-body@2.5.1","raw-body","2.5.1","Get and validate the raw body of a readable stream.","MIT","node_modules/raw-body/LICENSE",""
"rc@1.2.8","rc","1.2.8","hardwired configuration loader","(BSD-2-Clause OR MIT OR Apache-2.0)","node_modules/rc/LICENSE.APACHE2",""
"react-is@18.2.0","react-is","18.2.0","Brand checking of React Elements.","MIT","node_modules/react-is/LICENSE",""
"read-installed@4.0.3","read-installed","4.0.3","Read all the installed packages in a folder, and return a tree structure with all the data.","ISC","node_modules/read-installed/LICENSE",""
"read-package-json@2.1.2","read-package-json","2.1.2","The thing npm uses to read package.json files with semantics and defaults and validation","ISC","node_modules/read-package-json/LICENSE",""
"readable-stream@3.6.0","readable-stream","3.6.0","Streams3, a user-land copy of the stream library from Node.js","MIT","node_modules/readable-stream/LICENSE",""
"readdir-scoped-modules@1.1.0","readdir-scoped-modules","1.1.0","Like `fs.readdir` but handling `@org/module` dirs as if they were a single entry.","ISC","node_modules/readdir-scoped-modules/LICENSE",""
"readdirp@3.6.0","readdirp","3.6.0","Recursive version of fs.readdir with streaming API.","MIT","node_modules/readdirp/LICENSE",""
"registry-auth-token@4.2.2","registry-auth-token","4.2.2","Get the auth token set for an npm registry (if any)","MIT","node_modules/registry-auth-token/LICENSE",""
"registry-url@5.1.0","registry-url","5.1.0","Get the set npm registry URL","MIT","node_modules/registry-url/license",""
"require-directory@2.1.1","require-directory","2.1.1","Recursively iterates over specified directory, require()'ing each file, and returning a nested hash structure containing those modules.","MIT","node_modules/require-directory/LICENSE",""
"require-from-string@2.0.2","require-from-string","2.0.2","Require module from string","MIT","node_modules/require-from-string/license",""
"requizzle@0.2.4","requizzle","0.2.4","Swizzle a little something into your require() calls.","MIT","node_modules/requizzle/LICENSE",""
"resolve-cwd@3.0.0","resolve-cwd","3.0.0","Resolve the path of a module like `require.resolve()` but from the current working directory","MIT","node_modules/resolve-cwd/license",""
"resolve-from@5.0.0","resolve-from","5.0.0","Resolve the path of a module like `require.resolve()` but from a given path","MIT","node_modules/resolve-from/license",""
"resolve.exports@1.1.0","resolve.exports","1.1.0","A tiny (737b), correct, general-purpose, and configurable "exports" resolver without file-system reliance","MIT","node_modules/resolve.exports/license",""
"resolve@1.22.1","resolve","1.22.1","resolve like require.resolve() on behalf of files asynchronously and synchronously","MIT","node_modules/resolve/LICENSE",""
"responselike@1.0.2","responselike","1.0.2","A response-like object for mocking a Node.js HTTP response stream","MIT","node_modules/responselike/LICENSE",""
"safe-buffer@5.2.1","safe-buffer","5.2.1","Safer Node.js Buffer API","MIT","node_modules/safe-buffer/LICENSE",""
"safer-buffer@2.1.2","safer-buffer","2.1.2","Modern Buffer API polyfill without footguns","MIT","node_modules/safer-buffer/LICENSE",""
"semver-diff@3.1.1","semver-diff","3.1.1","Get the diff type of two semver versions: 0.0.1 0.0.2 → patch","MIT","node_modules/semver-diff/license",""
"semver@5.7.1","semver","5.7.1","The semantic version parser used by npm.","ISC","node_modules/normalize-package-data/node_modules/semver/LICENSE",""
"semver@6.3.0","semver","6.3.0","The semantic version parser used by npm.","ISC","node_modules/semver/LICENSE",""
"semver@7.3.8","semver","7.3.8","The semantic version parser used by npm.","ISC","node_modules/jest-snapshot/node_modules/semver/LICENSE",""
"send@0.18.0","send","0.18.0","Better streaming static file server with Range and conditional-GET support","MIT","node_modules/send/LICENSE",""
"serve-static@1.15.0","serve-static","1.15.0","Serve static files","MIT","node_modules/serve-static/LICENSE",""
"setprototypeof@1.2.0","setprototypeof","1.2.0","A small polyfill for Object.setprototypeof","ISC","node_modules/setprototypeof/LICENSE",""
"shebang-command@2.0.0","shebang-command","2.0.0","Get the command from a shebang","MIT","node_modules/shebang-command/license",""
"shebang-regex@3.0.0","shebang-regex","3.0.0","Regular expression for matching a shebang line","MIT","node_modules/shebang-regex/license",""
"side-channel@1.0.4","side-channel","1.0.4","Store information about any JS value in a side channel. Uses WeakMap if available.","MIT","node_modules/side-channel/LICENSE",""
"signal-exit@3.0.7","signal-exit","3.0.7","when you want to fire an event no matter how a process exits.","ISC","node_modules/signal-exit/LICENSE.txt",""
"sisteransi@1.0.5","sisteransi","1.0.5","ANSI escape codes for some terminal swag","MIT","node_modules/sisteransi/license",""
"slash@3.0.0","slash","3.0.0","Convert Windows backslash paths to slash paths","MIT","node_modules/slash/license",""
"slide@1.1.6","slide","1.1.6","A flow control lib small enough to fit on in a slide presentation. Derived live at Oak.JS","ISC","node_modules/slide/LICENSE",""
"source-map-support@0.5.13","source-map-support","0.5.13","Fixes stack traces for files with source maps","MIT","node_modules/source-map-support/LICENSE.md",""
"source-map@0.6.1","source-map","0.6.1","Generates and consumes source maps","BSD-3-Clause","node_modules/source-map/LICENSE",""
"spdx-compare@1.0.0","spdx-compare","1.0.0","compare SPDX license expressions","MIT","node_modules/spdx-compare/LICENSE.md",""
"spdx-correct@3.1.1","spdx-correct","3.1.1","correct invalid SPDX expressions","Apache-2.0","node_modules/spdx-correct/LICENSE",""
"spdx-exceptions@2.3.0","spdx-exceptions","2.3.0","list of SPDX standard license exceptions","CC-BY-3.0","node_modules/spdx-exceptions/README.md",""
"spdx-expression-parse@3.0.1","spdx-expression-parse","3.0.1","parse SPDX license expressions","MIT","node_modules/spdx-expression-parse/LICENSE",""
"spdx-license-ids@3.0.12","spdx-license-ids","3.0.12","A list of SPDX license identifiers","CC0-1.0","node_modules/spdx-license-ids/README.md",""
"spdx-ranges@2.1.1","spdx-ranges","2.1.1","list of SPDX standard license ranges","(MIT AND CC-BY-3.0)","node_modules/spdx-ranges/LICENSE.md",""
"spdx-satisfies@4.0.1","spdx-satisfies","4.0.1","test whether SPDX expressions satisfy licensing criteria","MIT","node_modules/spdx-satisfies/LICENSE",""
"sprintf-js@1.0.3","sprintf-js","1.0.3","JavaScript sprintf implementation","BSD-3-Clause","node_modules/sprintf-js/LICENSE",""
"stack-utils@2.0.6","stack-utils","2.0.6","Captures and cleans stack traces","MIT","node_modules/stack-utils/LICENSE.md",""
"statuses@2.0.1","statuses","2.0.1","HTTP status utility","MIT","node_modules/statuses/LICENSE",""
"string-length@4.0.2","string-length","4.0.2","Get the real length of a string - by correctly counting astral symbols and ignoring ansi escape codes","MIT","node_modules/string-length/license",""
"string-width@4.2.3","string-width","4.2.3","Get the visual width of a string - the number of columns required to display it","MIT","node_modules/string-width/license",""
"string_decoder@1.3.0","string_decoder","1.3.0","The string_decoder module from Node core","MIT","node_modules/string_decoder/LICENSE",""
"strip-ansi@6.0.1","strip-ansi","6.0.1","Strip ANSI escape codes from a string","MIT","node_modules/strip-ansi/license",""
"strip-bom@4.0.0","strip-bom","4.0.0","Strip UTF-8 byte order mark (BOM) from a string","MIT","node_modules/strip-bom/license",""
"strip-final-newline@2.0.0","strip-final-newline","2.0.0","Strip the final newline character from a string/buffer","MIT","node_modules/strip-final-newline/license",""
"strip-json-comments@2.0.1","strip-json-comments","2.0.1","Strip comments from JSON. Lets you use comments in your JSON files!","MIT","node_modules/rc/node_modules/strip-json-comments/license",""
"strip-json-comments@3.1.1","strip-json-comments","3.1.1","Strip comments from JSON. Lets you use comments in your JSON files!","MIT","node_modules/strip-json-comments/license",""
"strnum@1.0.5","strnum","1.0.5","Parse String to Number based on configuration","MIT","node_modules/strnum/LICENSE",""
"superagent@7.1.6","superagent","7.1.6","elegant & feature rich browser / node HTTP with a fluent API","MIT","node_modules/superagent/LICENSE",""
"superagent@8.0.6","superagent","8.0.6","elegant & feature rich browser / node HTTP with a fluent API","MIT","node_modules/supertest/node_modules/superagent/LICENSE",""
"supertest@6.3.3","supertest","6.3.3","SuperAgent driven library for testing HTTP servers","MIT","node_modules/supertest/LICENSE",""
"supports-color@5.5.0","supports-color","5.5.0","Detect whether a terminal supports color","MIT","node_modules/license-checker/node_modules/supports-color/license",""
"supports-color@7.2.0","supports-color","7.2.0","Detect whether a terminal supports color","MIT","node_modules/supports-color/license",""
"supports-color@8.1.1","supports-color","8.1.1","Detect whether a terminal supports color","MIT","node_modules/jest-worker/node_modules/supports-color/license",""
"supports-preserve-symlinks-flag@1.0.0","supports-preserve-symlinks-flag","1.0.0","Determine if the current node version supports the `--preserve-symlinks` flag.","MIT","node_modules/supports-preserve-symlinks-flag/LICENSE",""
"swagger-jsdoc@6.2.7","swagger-jsdoc","6.2.7","Generates swagger doc based on JSDoc","MIT","node_modules/swagger-jsdoc/LICENSE",""
"swagger-parser@10.0.3","swagger-parser","10.0.3","Swagger 2.0 and OpenAPI 3.0 parser and validator for Node and browsers","MIT","node_modules/swagger-parser/LICENSE",""
"test-exclude@6.0.0","test-exclude","6.0.0","test for inclusion or exclusion of paths using globs","ISC","node_modules/test-exclude/LICENSE.txt",""
"tmpl@1.0.5","tmpl","1.0.5","JavaScript micro templates.","BSD-3-Clause","node_modules/tmpl/license",""
"to-fast-properties@2.0.0","to-fast-properties","2.0.0","Force V8 to use fast properties for an object","MIT","node_modules/to-fast-properties/license",""
"to-readable-stream@1.0.0","to-readable-stream","1.0.0","Convert a string/Buffer/Uint8Array to a readable stream","MIT","node_modules/to-readable-stream/license",""
"to-regex-range@5.0.1","to-regex-range","5.0.1","Pass two numbers, get a regex-compatible source string for matching ranges. Validated against more than 2.78 million test assertions.","MIT","node_modules/to-regex-range/LICENSE",""
"toidentifier@1.0.1","toidentifier","1.0.1","Convert a string of words to a JavaScript identifier","MIT","node_modules/toidentifier/LICENSE",""
"touch@3.1.0","touch","3.1.0","like touch(1) in node","ISC","node_modules/touch/LICENSE",""
"treeify@1.1.0","treeify","1.1.0","converts a JS object into a nice and readable tree structure for the console","MIT","node_modules/treeify/LICENSE",""
"ts-jest@29.0.3","ts-jest","29.0.3","A Jest transformer with source map support that lets you use Jest to test projects written in TypeScript","MIT","node_modules/ts-jest/LICENSE.md",""
"ts-node@10.9.1","ts-node","10.9.1","TypeScript execution environment and REPL for node.js, with source map support","MIT","node_modules/ts-node/LICENSE",""
"type-detect@4.0.8","type-detect","4.0.8","Improved typeof detection for node.js and the browser.","MIT","node_modules/type-detect/LICENSE",""
"type-fest@0.20.2","type-fest","0.20.2","A collection of essential TypeScript types","(MIT OR CC0-1.0)","node_modules/boxen/node_modules/type-fest/license",""
"type-fest@0.21.3","type-fest","0.21.3","A collection of essential TypeScript types","(MIT OR CC0-1.0)","node_modules/type-fest/license",""
"type-is@1.6.18","type-is","1.6.18","Infer the content-type of a request.","MIT","node_modules/type-is/LICENSE",""
"typedarray-to-buffer@3.1.5","typedarray-to-buffer","3.1.5","Convert a typed array to a Buffer without a copy","MIT","node_modules/typedarray-to-buffer/LICENSE",""
"typescript@4.9.4","typescript","4.9.4","TypeScript is a language for application scale JavaScript development","Apache-2.0","node_modules/typescript/LICENSE.txt",""
"uc.micro@1.0.6","uc.micro","1.0.6","Micro subset of unicode data files for markdown-it projects.","MIT","node_modules/uc.micro/LICENSE.txt",""
"undefsafe@2.0.5","undefsafe","2.0.5","Undefined safe way of extracting object properties","MIT","node_modules/undefsafe/LICENSE",""
"underscore@1.13.6","underscore","1.13.6","JavaScript's functional programming helper library.","MIT","node_modules/underscore/LICENSE",""
"unique-string@2.0.0","unique-string","2.0.0","Generate a unique random string","MIT","node_modules/unique-string/license",""
"unpipe@1.0.0","unpipe","1.0.0","Unpipe a stream from all destinations","MIT","node_modules/unpipe/LICENSE",""
"update-browserslist-db@1.0.10","update-browserslist-db","1.0.10","CLI tool to update caniuse-lite to refresh target browsers from Browserslist config","MIT","node_modules/update-browserslist-db/LICENSE",""
"update-notifier@5.1.0","update-notifier","5.1.0","Update notifications for your CLI app","BSD-2-Clause","node_modules/update-notifier/license",""
"uri-js@4.4.1","uri-js","4.4.1","An RFC 3986/3987 compliant, scheme extendable URI/IRI parsing/validating/resolving library for JavaScript.","BSD-2-Clause","node_modules/uri-js/LICENSE",""
"url-parse-lax@3.0.0","url-parse-lax","3.0.0","Lax url.parse() with support for protocol-less URLs & IPs","MIT","node_modules/url-parse-lax/license",""
"util-deprecate@1.0.2","util-deprecate","1.0.2","The Node.js `util.deprecate()` function with browser support","MIT","node_modules/util-deprecate/LICENSE",""
"util-extend@1.0.3","util-extend","1.0.3","Node's internal object extension function","MIT","node_modules/util-extend/LICENSE",""
"utils-merge@1.0.1","utils-merge","1.0.1","merge() utility function","MIT","node_modules/utils-merge/LICENSE",""
"v8-compile-cache-lib@3.0.1","v8-compile-cache-lib","3.0.1","Require hook for automatic V8 compile cache persistence","MIT","node_modules/v8-compile-cache-lib/LICENSE",""
"v8-to-istanbul@9.0.1","v8-to-istanbul","9.0.1","convert from v8 coverage format to istanbul's format","ISC","node_modules/v8-to-istanbul/LICENSE.txt",""
"validate-npm-package-license@3.0.4","validate-npm-package-license","3.0.4","Give me a string and I'll tell you if it's a valid npm package license string","Apache-2.0","node_modules/validate-npm-package-license/LICENSE",""
"validator@13.7.0","validator","13.7.0","String validation and sanitization","MIT","node_modules/validator/LICENSE",""
"vary@1.1.2","vary","1.1.2","Manipulate the HTTP Vary header","MIT","node_modules/vary/LICENSE",""
"walker@1.0.8","walker","1.0.8","A simple directory tree walker.","Apache-2.0","node_modules/walker/LICENSE",""
"which@2.0.2","which","2.0.2","Like which(1) unix command. Find the first instance of an executable in the PATH.","ISC","node_modules/which/LICENSE",""
"widest-line@3.1.0","widest-line","3.1.0","Get the visual width of the widest line in a string - the number of columns required to display it","MIT","node_modules/widest-line/license",""
"wrap-ansi@7.0.0","wrap-ansi","7.0.0","Wordwrap a string with ANSI escape codes","MIT","node_modules/wrap-ansi/license",""
"wrappy@1.0.2","wrappy","1.0.2","Callback wrapping utility","ISC","node_modules/wrappy/LICENSE",""
"write-file-atomic@3.0.3","write-file-atomic","3.0.3","Write files in an atomic fashion w/configurable ownership","ISC","node_modules/configstore/node_modules/write-file-atomic/LICENSE",""
"write-file-atomic@4.0.2","write-file-atomic","4.0.2","Write files in an atomic fashion w/configurable ownership","ISC","node_modules/write-file-atomic/LICENSE.md",""
"xdg-basedir@4.0.0","xdg-basedir","4.0.0","Get XDG Base Directory paths","MIT","node_modules/xdg-basedir/license",""
"xmlcreate@2.0.4","xmlcreate","2.0.4","Simple XML builder for Node.js","Apache-2.0","node_modules/xmlcreate/LICENSE",""
"y18n@5.0.8","y18n","5.0.8","the bare-bones internationalization library used by yargs","ISC","node_modules/y18n/LICENSE",""
"yallist@3.1.1","yallist","3.1.1","Yet Another Linked List","ISC","node_modules/yallist/LICENSE",""
"yallist@4.0.0","yallist","4.0.0","Yet Another Linked List","ISC","node_modules/jest-snapshot/node_modules/yallist/LICENSE",""
"yaml@2.0.0-1","yaml","2.0.0-1","JavaScript parser and stringifier for YAML","ISC","node_modules/yaml/LICENSE",""
"yamljs@0.3.0","yamljs","0.3.0","Standalone JavaScript YAML 1.2 Parser & Encoder. Works under node.js and all major browsers. Also brings command line YAML/JSON conversion tools.","MIT","node_modules/yamljs/LICENSE",""
"yargs-parser@21.1.1","yargs-parser","21.1.1","the mighty option parser used by yargs","ISC","node_modules/yargs-parser/LICENSE.txt",""
"yargs@17.6.2","yargs","17.6.2","yargs the modern, pirate-themed, successor to optimist.","MIT","node_modules/yargs/LICENSE",""
"yn@3.1.1","yn","3.1.1","Parse yes/no like values","MIT","node_modules/yn/license",""
"yocto-queue@0.1.0","yocto-queue","0.1.0","Tiny queue data structure","MIT","node_modules/yocto-queue/license",""
"z-schema@5.0.5","z-schema","5.0.5","JSON schema validator","MIT","node_modules/z-schema/LICENSE",""
